validTimeLocal,validTimeUtc,dayOrNight,cloudCover,dayOfWeek,precipChance,precipType,pressureMeanSeaLevel,qpf,qpfSnow,relativeHumidity,temperature,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureWindChill,uvDescription,uvIndex,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseShort,wxSeverity
2026-03-01T20:00:00+0100,1772391600,N,19,Sunday,1,rain,1017.7,0,0,56,12,4,11,12,11,Low,0,16,163,SSE,,9,Clear,Clear,1
2026-03-01T21:00:00+0100,1772395200,N,9,Sunday,1,rain,1018.1,0,0,59,11,3,10,11,10,Low,0,16,153,SSE,,10,Clear,Clear,1
2026-03-01T22:00:00+0100,1772398800,N,20,Sunday,1,rain,1018.4,0,0,64,10,4,9,10,9,Low,0,16,165,SSE,,9,Mostly Clear,M Clear,1
2026-03-01T23:00:00+0100,1772402400,N,34,Sunday,2,rain,1018.3,0,0,70,9,4,9,9,9,Low,0,16,167,SSE,,6,Partly Cloudy,P Cloudy,1
2026-03-02T00:00:00+0100,1772406000,N,32,Monday,2,rain,1018,0,0,74,8,4,8,8,8,Low,0,16,165,SSE,,5,Partly Cloudy,P Cloudy,1
2026-03-02T01:00:00+0100,1772409600,N,24,Monday,2,rain,1017.6,0,0,78,7,4,7,7,7,Low,0,16,161,SSE,,4,Mostly Clear,M Clear,1
2026-03-02T02:00:00+0100,1772413200,N,7,Monday,2,rain,1017.1,0,0,79,7,4,7,7,7,Low,0,16,153,SSE,,4,Clear,Clear,1
2026-03-02T03:00:00+0100,1772416800,N,6,Monday,5,rain,1016.6,0,0,79,7,3,6,7,6,Low,0,16,149,SSE,,5,Clear,Clear,1
2026-03-02T04:00:00+0100,1772420400,N,10,Monday,6,rain,1016.1,0,0,81,6,3,5,6,5,Low,0,16,142,SE,,5,Clear,Clear,1
2026-03-02T05:00:00+0100,1772424000,N,7,Monday,6,rain,1015.77,0,0,84,6,3,5,6,5,Low,0,16,140,SE,,5,Clear,Clear,1
2026-03-02T06:00:00+0100,1772427600,N,10,Monday,6,rain,1015.5,0,0,87,5,3,4,5,4,Low,0,16,141,SE,,5,Clear,Clear,1
2026-03-02T07:00:00+0100,1772431200,N,18,Monday,6,rain,1015.4,0,0,87,5,3,4,5,4,Low,0,16,144,SE,,5,Clear,Clear,1
2026-03-02T08:00:00+0100,1772434800,D,19,Monday,7,rain,1015.4,0,0,87,5,3,4,5,4,Low,0,16,143,SE,,5,Sunny,Sunny,1
2026-03-02T09:00:00+0100,1772438400,D,15,Monday,5,rain,1015.5,0,0,81,7,4,7,7,7,Low,0,16,139,SE,,4,Sunny,Sunny,1
2026-03-02T10:00:00+0100,1772442000,D,20,Monday,3,rain,1015.21,0,0,75,9,4,8,9,8,Low,1,16,137,SE,,5,Mostly Sunny,M Sunny,1
2026-03-02T11:00:00+0100,1772445600,D,16,Monday,1,rain,1014.41,0,0,66,11,5,10,11,10,Low,2,16,145,SE,,9,Sunny,Sunny,1
2026-03-02T12:00:00+0100,1772449200,D,39,Monday,0,rain,1013.56,0,0,60,13,5,12,13,12,Moderate,3,16,157,SSE,,12,Partly Cloudy,P Cloudy,1
2026-03-02T13:00:00+0100,1772452800,D,62,Monday,0,rain,1012.56,0,0,54,14,5,13,14,13,Moderate,3,16,159,SSE,,13,Mostly Cloudy,M Cloudy,1
2026-03-02T14:00:00+0100,1772456400,D,55,Monday,3,rain,1011.52,0,0,49,16,5,15,16,15,Moderate,3,16,163,SSE,,14,Partly Cloudy,P Cloudy,1
2026-03-02T15:00:00+0100,1772460000,D,32,Monday,0,rain,1010.81,0,0,47,16,5,15,16,15,Moderate,3,16,165,SSE,,15,Partly Cloudy,P Cloudy,1
2026-03-02T16:00:00+0100,1772463600,D,27,Monday,0,rain,1010.48,0,0,45,16,4,16,16,16,Low,2,16,164,SSE,,13,Mostly Sunny,M Sunny,1
2026-03-02T17:00:00+0100,1772467200,D,26,Monday,0,rain,1010.3,0,0,45,16,4,16,16,16,Low,1,16,158,SSE,,12,Mostly Sunny,M Sunny,1
2026-03-02T18:00:00+0100,1772470800,D,14,Monday,0,rain,1010.6,0,0,47,15,4,15,15,15,Low,0,16,156,SSE,,10,Sunny,Sunny,1
2026-03-02T19:00:00+0100,1772474400,D,11,Monday,4,rain,1011.29,0,0,55,14,5,14,14,14,Low,0,16,150,SSE,,7,Sunny,Sunny,1
2026-03-02T20:00:00+0100,1772478000,N,34,Monday,8,rain,1012.16,0,0,60,12,5,12,12,12,Low,0,16,129,SE,,5,Partly Cloudy,P Cloudy,1
2026-03-02T21:00:00+0100,1772481600,N,34,Monday,6,rain,1012.86,0,0,64,11,5,11,11,11,Low,0,16,113,ESE,,4,Partly Cloudy,P Cloudy,1
2026-03-02T22:00:00+0100,1772485200,N,51,Monday,9,rain,1013.6,0,0,67,11,5,10,11,10,Low,0,16,102,ESE,,6,Partly Cloudy,P Cloudy,1
2026-03-02T23:00:00+0100,1772488800,N,49,Monday,3,rain,1014.7,0,0,71,10,5,10,10,10,Low,0,16,107,ESE,,6,Partly Cloudy,P Cloudy,1
2026-03-03T00:00:00+0100,1772492400,N,57,Tuesday,8,rain,1015.49,0,0,75,10,5,9,10,9,Low,0,16,118,ESE,,5,Partly Cloudy,P Cloudy,1
2026-03-03T01:00:00+0100,1772496000,N,48,Tuesday,5,rain,1015.8,0,0,78,9,5,9,9,9,Low,0,16,104,ESE,,4,Partly Cloudy,P Cloudy,1
2026-03-03T02:00:00+0100,1772499600,N,31,Tuesday,6,rain,1016.16,0,0,81,8,5,8,8,8,Low,0,15,85,E,,4,Partly Cloudy,P Cloudy,1
2026-03-03T03:00:00+0100,1772503200,N,24,Tuesday,7,rain,1016.46,0,0,85,7,5,7,7,7,Low,0,15,80,E,,4,Mostly Clear,M Clear,1
2026-03-03T04:00:00+0100,1772506800,N,23,Tuesday,7,rain,1016.76,0,0,87,7,5,7,7,7,Low,0,14,72,ENE,,4,Mostly Clear,M Clear,1
2026-03-03T05:00:00+0100,1772510400,N,27,Tuesday,7,rain,1017.06,0,0,88,6,5,6,6,6,Low,0,13,67,ENE,,5,Mostly Clear,M Clear,1
2026-03-03T06:00:00+0100,1772514000,N,31,Tuesday,8,rain,1017.4,0,0,90,6,5,5,6,5,Low,0,11,63,ENE,,5,Partly Cloudy,P Cloudy,1
2026-03-03T07:00:00+0100,1772517600,N,38,Tuesday,8,rain,1017.91,0,0,90,6,5,5,6,5,Low,0,10,69,ENE,,5,Partly Cloudy,P Cloudy,1
2026-03-03T08:00:00+0100,1772521200,D,48,Tuesday,8,rain,1018.46,0,0,90,6,5,5,6,5,Low,0,14,64,ENE,,6,Partly Cloudy,P Cloudy,1
2026-03-03T09:00:00+0100,1772524800,D,58,Tuesday,7,rain,1019.06,0,0,87,7,5,6,7,6,Low,0,14,60,ENE,,7,Partly Cloudy,P Cloudy,1
2026-03-03T10:00:00+0100,1772528400,D,36,Tuesday,5,rain,1018.98,0,0,79,9,6,8,9,8,Low,1,16,65,ENE,,8,Partly Cloudy,P Cloudy,1
2026-03-03T11:00:00+0100,1772532000,D,22,Tuesday,3,rain,1018.56,0,0,73,11,6,10,11,10,Low,2,16,70,ENE,,10,Mostly Sunny,M Sunny,1
2026-03-03T12:00:00+0100,1772535600,D,8,Tuesday,1,rain,1017.87,0,0,65,13,6,12,13,12,Moderate,3,15,74,ENE,,10,Sunny,Sunny,1
2026-03-03T13:00:00+0100,1772539200,D,21,Tuesday,0,rain,1017.07,0,0,57,14,6,14,14,14,Moderate,3,14,77,ENE,,10,Mostly Sunny,M Sunny,1
2026-03-03T14:00:00+0100,1772542800,D,26,Tuesday,0,rain,1016.36,0,0,50,16,5,15,16,15,Moderate,3,14,84,E,,10,Mostly Sunny,M Sunny,1
2026-03-03T15:00:00+0100,1772546400,D,28,Tuesday,0,rain,1015.66,0,0,47,17,5,16,17,16,Moderate,3,14,79,E,,10,Mostly Sunny,M Sunny,1
2026-03-03T16:00:00+0100,1772550000,D,34,Tuesday,0,rain,1015.16,0,0,45,17,5,17,17,17,Low,2,14,78,ENE,,9,Partly Cloudy,P Cloudy,1
2026-03-03T17:00:00+0100,1772553600,D,38,Tuesday,0,rain,1014.86,0,0,44,17,5,17,17,17,Low,1,15,76,ENE,,9,Partly Cloudy,P Cloudy,1
